-1,02;-1,44
-4,4;-1,54
-7,09;-1,58
-9,29;-1,66
-10,93;-1,73
-12,07;-1,79
-12,6;-1,82
-12,54;-1,81
-11,92;-1,75
-10,81;-1,61
-9,26;-1,4
-7,35;-1,1
-5,16;-0,73
-2,72;-0,29
-0,09;0,25
0,35;0,02
0,35;0,02
0,35;0,01
0,35;0,02
0,35;0,12
3,72;0,86
6,94;1,25
9,52;1,66
11,42;2,02
12,74;2,3
13,5;2,49
13,65;2,54
13,27;2,47
12,39;2,3
11,1;2,04
9,46;1,7
7,47;1,29
5,27;0,83
2,84;0,31
0,26;-0,17
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;-0,22
-3,25;-0,95
-6,39;-1,42
-8,85;-1,86
-10,66;-2,22
-11,86;-2,47
-12,57;-2,6
-12,68;-2,57
-12,3;-2,44
-11,46;-2,23
-10,2;-1,95
-8,58;-1,61
-6,62;-1,2
-4,42;-0,75
-2,02;-0,24
0,44;0,17
0,35;0,02
0,35;0,02
0,35;0,02
0,35;0,01
0,35;0,57
4,34;1,02
7,41;1,5
9,82;1,92
11,57;2,25
12,8;2,47
13,48;2,57
13,59;2,53
13,24;2,41
12,36;2,2
11,08;1,91
9,46;1,59
7,5;1,2
5,3;0,77
2,84;0,27
0,26;-0,18
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;-0,25
-3,25;-0,92
-6,42;-1,37
-8,88;-1,77
-10,72;-2,07
-11,98;-2,28
-12,74;-2,4
-12,89;-2,39
-12,54;-2,28
-11,69;-2,08
-10,4;-1,81
-8,79;-1,47
-6,86;-0,99
-4,72;-0,58
-2,28;-0,18
0,35;0,22
0,35;0,02
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,36
4,1;0,86
7,26;1,24
9,78;1,56
11,72;1,82
13,07;1,98
13,92;2,09
14,15;2,1
13,86;2,03
13,07;1,89
11,81;1,68
10,17;1,42
8,14;1,09
5,92;0,72
3,4;0,3
0,7;-0,22
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
-2,58;-0,83
-5,89;-1,16
-8,47;-1,51
-10,43;-1,78
-11,81;-1,97
-12,68;-2,08
-12,92;-2,09
-12,63;-2,02
-11,84;-1,87
-10,58;-1,64
-8,96;-1,36
-6,97;-1,02
-4,75;-0,63
-2,26;-0,2
0,38;0,21
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,35
4,1;0,9
7,26;1,29
9,73;1,65
11,63;1,91
12,92;2,09
13,71;2,19
13,89;2,18
13,56;2,1
12,72;1,92
11,46;1,69
9,78;1,4
7,79;1,05
5,57;0,67
3,05;0,24
0,41;-0,19
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;-0,08
-3,02;-0,83
-6,21;-1,2
-8,76;-1,54
-10,66;-1,81
-12,01;-1,98
-12,83;-2,08
-13,04;-2,08
-12,72;-1,98
-11,9;-1,82
-10,64;-1,58
-9;-1,3
-7;-0,97
-4,78;-0,6
-2,26;-0,18
0,41;0,21
0,35;0,02
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,38
4,16;0,88
7,3;1,25
9,78;1,58
11,66;1,83
12,98;1,99
13,77;2,08
13,98;2,07
13,65;1,98
12,8;1,81
11,54;1,58
9,9;1,27
7,91;0,91
5,68;0,54
3,16;0,16
0,5;-0,22
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0
-2,75;-0,7
-6,06;-0,94
-8,73;-1,19
-10,78;-1,38
-12,28;-1,5
-13,27;-1,55
-13,62;-1,54
-13,45;-1,47
-12,72;-1,35
-11,51;-1,18
-9,93;-0,98
-7,94;-0,74
-5,68;-0,47
-3,1;-0,16
-0,35;0,23
0,35;0,02
0,35;0,02
0,38;0,01
0,35;0,01
0,35;0,01
3,16;0,72
6,53;0,89
9,23;1,13
11,34;1,32
12,86;1,46
13,86;1,54
14,21;1,54
14,03;1,48
13,33;1,36
12,13;1,19
10,55;0,99
8,56;0,75
6,3;0,48
3,69;0,17
0,94;-0,22
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
-2,2;-0,71
-5,6;-0,85
-8,35;-1,08
-10,46;-1,26
-11,98;-1,4
-13,01;-1,48
-13,39;-1,48
-13,18;-1,42
-12,48;-1,3
-11,28;-1,15
-9,67;-0,94
-7,68;-0,7
-5,42;-0,43
-2,81;-0,12
-0,09;0,28
0,35;0,02
0,35;0,02
0,38;0,01
0,35;0,01
0,38;0,03
3,52;0,71
6,8;0,92
9,46;1,16
11,51;1,34
13,01;1,47
13,98;1,54
14,3;1,53
14,09;1,48
13,33;1,35
12,1;1,19
10,49;0,99
8,47;0,74
6,18;0,47
3,58;0,16
0,82;-0,25
0,38;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
-2,55;-0,68
-5,89;-0,87
-8,58;-1,11
-10,64;-1,29
-12,13;-1,42
-13,1;-1,49
-13,42;-1,48
-13,18;-1,42
-12,45;-1,3
-11,22;-1,14
-9,58;-0,94
-7,56;-0,69
-5,27;-0,42
-2,7;-0,1
0,09;0,28
0,35;0,02
0,35;0,02
0,35;0,02
0,35;0,01
0,35;0,1
3,72;0,7
6,97;0,94
9,61;1,17
11,63;1,35
13,1;1,48
14;1,54
14,3;1,53
14,06;1,47
13,27;1,35
12,01;1,19
10,37;0,98
8,32;0,73
6,04;0,45
3,43;0,14
0,64;-0,25
0,38;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0
-2,75;-0,67
-6,04;-0,88
-8,7;-1,12
-10,72;-1,3
-12,19;-1,43
-13,12;-1,48
-13,42;-1,48
-13,16;-1,42
-12,36;-1,3
-11,1;-1,14
-9,46;-0,93
-7,41;-0,68
-5,13;-0,4
-2,49;-0,08
0,26;0,25
0,35;0,02
0,35;0,02
0,35;0,01
0,38;0,02
0,35;0,25
3,98;0,71
7,21;0,96
9,78;1,19
11,75;1,36
13,18;1,48
14,06;1,54
14,33;1,54
14,03;1,47
13,21;1,35
11,92;1,18
10,25;0,97
8,2;0,72
5,89;0,44
3,25;0,12
0,5;-0,23
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;-0,08
-3,02;-0,67
-6,24;-0,9
-8,85;-1,14
-10,84;-1,31
-12,28;-1,44
-13,16;-1,49
-13,42;-1,48
-13,12;-1,43
-12,33;-1,3
-11,04;-1,13
-9,34;-0,92
-7,3;-0,67
-4,98;-0,39
-2,34;-0,07
0,44;0,22
0,35;0,02
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,4
4,16;0,72
7,35;0,97
9,9;1,2
11,84;1,37
13,24;1,49
14,09;1,55
14,3;1,54
14;1,47
13,12;1,35
11,84;1,18
10,11;0,96
8,06;0,71
5,71;0,43
3,08;0,1
0,32;-0,19
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;-0,19
-3,22;-0,68
-6,42;-0,92
-8,96;-1,15
-10,93;-1,32
-12,33;-1,45
-13,18;-1,5
-13,42;-1,49
-13,1;-1,42
-12,25;-1,3
-10,93;-1,13
-9,23;-0,91
-7,12;-0,66
-4,8;-0,37
-2,14;-0,04
0,44;0,17
0,35;0,02
0,38;0,01
0,38;0,01
0,38;0,01
0,44;0,59
4,45;0,74
7,56;0,99
10,05;1,22
11,95;1,39
13,33;1,5
14,12;1,55
14,33;1,54
13,98;1,47
13,1;1,34
11,75;1,17
10,02;0,95
7,94;0,69
5,57;0,41
2,9;0,08
0,29;-0,15
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,35;-0,39
-3,46;-0,69
-6,62;-0,94
-9,14;-1,17
-11,04;-1,34
-12,42;-1,46
-13,24;-1,5
-13,42;-1,49
-13,07;-1,42
-12,19;-1,29
-10,84;-1,12
-9,11;-0,89
-7,03;-0,64
-4,66;-0,35
-1,99;-0,02
0,41;0,14
0,38;0,02
0,38;0,02
0,35;0,01
0,38;0,01
0,7;0,73
4,63;0,75
7,7;1,01
10,17;1,23
12,04;1,39
13,39;1,51
14,15;1,55
14,3;1,54
13,92;1,46
13,01;1,33
11,66;1,15
9,9;0,93
7,79;0,68
5,42;0,39
2,75;0,06
0,35;-0,11
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,38;-0,54
-3,66;-0,7
-6,77;-0,95
-9,26;-1,17
-11,16;-1,34
-12,48;-1,45
-13,27;-1,5
-13,42;-1,48
-13,04;-1,41
-12,13;-1,27
-10,78;-1,1
-9;-0,87
-6,92;-0,63
-4,51;-0,33
-1,84;0
0,38;0,11
0,38;0,02
0,38;0,01
0,35;0,01
0,38;0,01
0,94;0,83
4,8;0,76
7,85;1,01
10,28;1,23
12,13;1,39
13,45;1,5
14,18;1,54
14,33;1,52
13,89;1,44
12,95;1,31
11,6;1,13
9,78;0,91
7,7;0,66
5,3;0,36
2,61;0,03
0,35;-0,08
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,09;-0,66
-3,84;-0,7
-6,92;-0,96
-9,38;-1,17
-11,22;-1,33
-12,54;-1,44
-13,3;-1,48
-13,42;-1,46
-13,01;-1,38
-12,07;-1,25
-10,69;-1,07
-8,91;-0,85
-6,8;-0,6
-4,4;-0,31
-1,7;0,01
0,38;0,08
0,35;0,02
0,38;0,01
0,38;0,01
0,38;0,01
1,17;0,9
4,98;0,76
8;1,02
10,4;1,22
12,22;1,38
13,5;1,48
14,21;1,52
14,33;1,49
13,89;1,42
12,92;1,28
11,54;1,1
9,73;0,88
7,62;0,63
5,18;0,34
2,49;0,02
0,35;-0,06
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
-0,15;-0,76
-4,01;-0,71
-7,03;-0,96
-9,49;-1,17
-11,31;-1,32
-12,63;-1,43
-13,33;-1,46
-13,42;-1,44
-13,01;-1,36
-12,04;-1,22
-10,64;-1,04
-8,82;-0,82
-6,71;-0,58
-4,31;-0,29
-1,61;0,03
0,38;0,07
0,38;0,02
0,38;0,02
0,38;0,01
0,38;0,01
1,35;0,93
5,1;0,77
8,12;1,01
10,49;1,21
12,3;1,36
13,56;1,47
14,24;1,49
14,3;1,47
13,86;1,39
12,89;1,25
11,46;1,07
9,64;0,85
7,5;0,61
5,07;0,32
2,37;0
0,35;-0,04
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
-0,32;-0,83
-4,13;-0,71
-7,18;-0,95
-9,58;-1,16
-11,37;-1,3
-12,66;-1,41
-13,36;-1,44
-13,42;-1,41
-12,98;-1,33
-11,98;-1,19
-10,58;-1,02
-8,76;-0,8
-6,62;-0,55
-4,16;-0,26
-1,46;0,05
0,38;0,05
0,38;0,02
0,38;0,02
0,38;0,01
0,38;0,01
1,55;0,94
5,27;0,77
8,26;1,01
10,6;1,21
12,36;1,35
13,62;1,45
14,27;1,47
14,33;1,44
13,83;1,36
12,83;1,22
11,4;1,04
9,55;0,82
7,41;0,58
4,95;0,3
2,26;-0,02
0,35;-0,03
0,38;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,38;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,02
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,02
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,35;0,02
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,02
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,35;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
0,32;0,01
